filename,thermal_gradient,circulation_rate,kick_intensity,kick_time,k_reservoir,h_reservoir,porosity_reservoir,ECD_SP,case_number
Case8_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,762.998969074968,380.561568148618,129.927397845717,13.8166758285288,33.3752963050938,0.109610827295899,9190.3552,8
Case4_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,820.028614169657,475.2686303477,74.223063643895,12.4502824264304,33.633484333199,0.135956072746994,9190.3552,4
Case2_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,753.575028612086,412.651943027897,127.854399240502,14.2544547034967,26.0948281261299,0.313862758284297,9190.3552,2
Case6_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,760.397161782495,386.860063916714,115.951946862348,14.0416638150194,23.021953850952,0.104286889763732,9190.3552,6
Case7_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,771.370373886649,475.407221305119,85.5098339999423,27.0524768535049,33.5183468194908,0.197731424049358,9190.3552,7
Case1_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,747.404693870282,520.085035729969,118.704800649349,21.3657733879779,65.4482882357566,0.0524874347269178,9190.3552,1
Case5_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,750.847441169728,372.063655822843,133.559276086512,36.9017086646893,34.8160894700912,0.161280086391547,9190.3552,5
Case3_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,706.728628270913,415.476442875562,110.905775920066,11.8207939731409,43.2151162565156,0.255511570551972,9190.3552,3
Case56_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,861.197470011183,474.252395592527,96.8781073322585,23.1194006747214,37.2866252956309,0.248913890059188,9190.3552,56
Case20_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,733.376993474379,504.694410998078,62.622667856392,19.2444370861267,40.5747736674277,0.12513323601042,9190.3552,20
Case44_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,758.285483772738,401.48926704619,90.2021493891951,21.0727177846145,28.702603149847,0.0838568937089532,9190.3552,44
Case32_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,706.914646453562,387.997061736076,105.530905650579,16.8198813615034,36.4068816251091,0.0935038714286343,9190.3552,32
Case19_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,841.535024897207,458.266275965857,98.0881794572076,13.0373711286476,44.4438815806593,0.266855812997047,9190.3552,19
Case55_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,789.441378290921,419.926630797734,67.7218709236021,8.61437488994013,43.3702756891727,0.185214352298803,9190.3552,55
Case31_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,849.77535226732,442.925350819284,84.8195015673059,8.84094317917375,35.4526213834164,0.137773475378827,9190.3552,31
Case43_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,761.739672889276,372.252684442874,61.2697192793005,16.5622492220459,16.4480901446667,0.0531545534367255,9190.3552,43
Case18_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,733.140047396753,409.966902754652,138.079597601373,12.7608161674928,38.2236436511193,0.108533325049905,9190.3552,18
Case54_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,734.526398425894,473.305898038511,102.934665285047,13.5713583516329,24.2021223743812,0.0749957868915786,9190.3552,54
Case42_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,782.322558517105,403.833987184883,71.2434361623113,17.5774484892576,26.5605358881777,0.178783944562987,9190.3552,42
Case30_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,701.857189672779,443.365494989274,96.3377530477064,20.714494709186,21.5289385169578,0.145414359835359,9190.3552,30
Case17_TD_16994ft_Event_DynamicControl_SBM.mat,1.80645760398525,818.478200641371,412.19142010878,93.1948702349397,18.0908730111199,31.5828478373632,0.262210842502347,9190.3552,17
