filename,thermal_gradient,circulation_rate,kick_intensity,kick_time,k_reservoir,h_reservoir,porosity_reservoir,ECD_SP,case_number
Case2_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,594.020857577789,468.69091841094,96.137036265652,34.4607091398684,31.6374213986892,0.17960208762399,13195.91,2
Case4_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,634.500510892031,513.123351849199,122.680205678803,19.9508802166149,49.1449077686623,0.0938049884430411,13195.91,4
Case8_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,614.252983455704,588.288856577221,70.5448595319738,23.7041955809328,33.8683146665679,0.0679171284928659,13195.91,8
Case6_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,512.953815858836,477.124630371552,61.7012736905335,7.84439797344767,45.2500294031759,0.20861541228573,13195.91,6
Case1_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,608.344825983603,512.535911978678,75.7494900245911,26.40326268613,52.799141003551,0.192933524031418,13195.91,1
Case7_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,580.49946035722,547.380354146568,94.8694882859344,17.8738675566271,48.9009604613492,0.209413195265964,13195.91,7
Case3_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,512.306690854832,652.103328650994,77.0140698880247,22.6889820410751,28.5760772559556,0.236414899820497,13195.91,3
Case5_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,606.557421483104,540.935198068764,107.919342323199,17.6859245130959,24.5078375791497,0.217439018706389,13195.91,5
Case20_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,581.082972739659,556.333488795037,128.954548535566,23.2693868848557,22.0845610053674,0.270972785063192,13195.91,20
Case56_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,644.104988659673,567.594164864382,148.255656177984,24.9935594747798,40.3618634364985,0.118982633602149,13195.91,56
Case32_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,665.523178550217,538.281468582488,103.59136233349,11.2013117757442,27.069624212076,0.194658428071643,13195.91,32
Case44_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,611.242674535272,620.166582751062,139.353619264349,22.7224949061116,15.1686757136708,0.0620988583414917,13195.91,44
Case55_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,558.022900861194,563.107869354682,106.27370446418,22.3173709703063,42.5653234409568,0.0509629714797118,13195.91,55
Case31_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,522.867587719125,540.374189309641,121.20692140073,32.6915178725348,17.0113330323037,0.110628117085333,13195.91,31
Case43_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,647.210702535859,538.847179852415,120.050655584287,22.9155083918185,24.6514618889836,0.10684280728384,13195.91,43
Case19_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,642.649433231976,573.304475469458,130.644914213662,7.63346752326582,16.1152074801883,0.0632433087177146,13195.91,19
Case54_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,561.147131862764,518.64861494583,74.1143684301474,20.6024154163473,25.0629421971847,0.13046299505835,13195.91,54
Case30_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,604.813383936466,573.817724216608,60.2583250969739,14.2512413996367,22.998386274495,0.221858512626968,13195.91,30
Case18_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,503.460925908093,485.734849198406,100.771556625268,17.3786564023326,37.9738490724915,0.179958802319161,13195.91,18
Case42_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,677.817316592572,582.215831658257,72.4187192595368,25.8464442468118,19.7019756392604,0.189960242474182,13195.91,42
Case53_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,537.583501584152,640.679465675426,106.508730718807,24.6339627472916,17.9888065180298,0.097466448530654,13195.91,53
Case17_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,654.921262011746,559.97770508286,136.208067622071,27.6272894930821,45.463065104986,0.226530013393321,13195.91,17
Case41_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,621.472632017567,573.847402091385,92.810446451619,22.3853519697725,88.3403841987867,0.141882578789857,13195.91,41
Case29_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,686.286511372229,610.502726723231,68.3633083893037,10.7527746989027,38.1788975324498,0.0832709777804339,13195.91,29
Case52_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,678.836438206658,557.847405688521,101.867932181646,27.1857692078152,20.1346957856352,0.147221826118839,13195.91,52
Case16_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,586.810453232379,533.734924412224,62.280023176965,29.2099903153741,30.452189591884,0.0838251844992972,13195.91,16
Case40_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,561.815646733721,530.713251900779,83.7796608867163,28.9033251743387,31.2909270774049,0.0745296992925094,13195.91,40
Case28_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,659.448688377776,543.067258733239,63.3738659819623,18.9801418176002,46.3435942782854,0.0687390657371393,13195.91,28
Case51_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,597.590658659483,588.634384591821,140.254334309678,23.5540840298267,22.3122791906358,0.320759764129118,13195.91,51
Case39_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,655.532980547423,560.374468300411,109.16227098825,21.5288264446593,34.8782801660895,0.101864996582911,13195.91,39
Case27_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,618.756713672145,529.846909920646,109.061189343209,29.2557794269797,40.451369199942,0.0780135597426837,13195.91,27
Case15_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,642.297892465205,488.925861990539,115.284701447138,11.617022306026,35.404573310178,0.191720852164541,13195.91,15
Case50_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,601.998917009977,619.035568770848,72.6369895316411,26.7109825003098,20.214872784,0.248326818714688,13195.91,50
Case26_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,588.497339988468,467.717978756687,95.5733128032424,30.0511926488635,42.2601467290283,0.0885781656553968,13195.91,26
Case38_TD_21325ft_Event_DynamicControl_SBM.mat,1.80218227816648,598.669248620662,648.125925893889,78.1474104356098,52.2398849363725,22.659955530601,0.373278105552047,13195.91,38
